mensaje,etiqueta
"Aprovecha 70% de descuento, si te interesa te paso detalles.",1
Último aviso: verifica tu cuenta en https://soporte.org/archivo?t=hxyappp8kb URGENTE,1
"Estoy en Bogotá por trabajo, regreso el domingo.",0
Aquí está el link del curso para el martes: https://secure.promo.com/archivo?t=ciyfmph18😊,0
"Aprovecha 25% de descuento, si te interesa te paso detalles. Contacto: 311 279 7700.",1
Te comparto el enlace del drive del proyecto: https://meet.com/curso?t=auf03z6🙏,0
¿Sigues interesado en la oferta? Quedo atento. Contacto: 341 977 6245.,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://app.drive.com/detalle?t=khhto3mv (ref 1061)",0
🎁Tu paquete está retenido. Confirma pago de $29.900 en https://app.promo.net/ver?t=cgdd6,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://drive.site/invitacion?t=bkub1xcyv7👍",0
¿Me puedes enviar el archivo que mencionaste? Gracias. (ref 8055),0
Tu paquete está retenido. Confirma pago de 19.900 COP en https://banco.com/archivo?t=zpa2t URGENTE,1
🎁Oferta exclusiva 35% OFF. Solo hoy: https://paqueteria.info/link?t=xqbdd URGENTE,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Alerta banco: intento de compra. Confirma en https://app.soporte.com/invitacion?t=8yzqawmf 🎁,1
"Estoy en Santa Marta por trabajo, regreso el domingo.",0
Te comparto el enlace del drive del proyecto: https://secure.universidad.co/promo?t=9dx691ul1 (ref 7832),0
Recuerda que mañana hay clase a las 8:00.🙏,0
Alerta banco: intento de compra. Confirma en https://m.soporte.org/login?t=vzebh8 🔥,1
"Estoy en Medellín por trabajo, regreso el domingo.",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 📦 Contacto: 395 166 4960.,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://tienda.org/promo?t=wv5epg😊",0
💰Tu paquete está retenido. Confirma pago de $39.900 en https://app.empleo.info/ver?t=n6zcl02 URGENTE,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 💳,0
¿Puedes confirmar tu dirección en Cali para la entrega?,1
FELICIDADES Luis: bono de $9.900. Reclama en https://promo.site/promo?t=mov8acww80,1
😊Tu paquete está retenido. Confirma pago de $249.000 en https://m.universidad.co/ver?t=vc6ib9q83 Contacto: 321 764 2751.,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.meet.co/pedido?t=0w4kfsce👍",0
🙏Has ganado un premio en Villavicencio. Confirma datos en https://www.empleo.info/invitacion?t=4l70z2vv0i URGENTE,1
Último aviso: verifica tu cuenta en https://secure.promo.org/promo?t=zkfc9rxh1 🔥,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas? URGENTE,1
¿Viste la promo del supermercado? Hay 30% en algunos productos.,0
Tu beneficio vence el miércoles. Reclama 59.000 COP en https://m.paqueteria.com/promo?t=bjutfoev,1
¿Sigues interesado en la oferta? Quedo atento.,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Aprovecha 40% de dscto, si te interesa te paso detalles.😊",0
Te comparto el enlace del drive del proyecto: https://secure.soporte.net/link?t=euyoxqg0,0
Último aviso: verifica tu cuenta en https://banco.org/confirmar?t=6hospnq 📦,1
Último aviso: verifica tu cuenta en https://paqueteria.info/login?t=itxg4lu 👍 URGENTE,1
👍Tu paquete está retenido. Confirma pago de $79.900 COP en https://www.tienda.net/invitacion?t=aoe00q,1
¿Sigues interesado en la oferta? Quedo atento.,0
¿Puedes revisar el documento y decirme si está listo para enviar? (ref 2285),0
Recuerda que mañana hay clase a las 8:00.🙏,0
Se aprobó tu solicitud. Envía tu número de documento para continuar 😊,1
"Te envié un enlace, revísalo por favor: https://m.universidad.co/promo?t=jel61",1
"Hola Sofía, por favor confirma si recibiste el mensaje anterior 🎁",0
"Voy en camino, llego en 15 minutos.",0
¿Sigues interesado en la oferta? Quedo atento.,1
Aquí está el link del curso para el lunes: https://www.maps.net/curso?t=e5hm0jbvrb,0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Voy en camino, llego en 15 minutos.",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
¿Viste la promo del supermercado? Hay 50% en algunos productos.,0
🔥Tu paquete está retenido. Confirma pago de $129.000 COP en https://m.promo.org/confirmar?t=lmalv,1
Has ganado un premio en Ibagué. Confirma datos en https://m.maps.site/login?t=t16ru1wj1d,1
¿Sigues interesado en la oferta? Quedo atento. Contacto: 320 684 5319.,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏,1
"Estoy en Cali por trabajo, regreso el domingo.",0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.promo.info/promo?t=3h16z",0
Tu beneficio vence el martes. Reclama $39.900 COP en https://m.universidad.site/link?t=ipwuj URGENTE,1
🙏Has ganado un premio en Manizales. Confirma datos en https://maps.net/invitacion?t=c8ba9,1
"Hola Sebastián, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 363 977 5276.",1
"Hola Sebastián, por favor confirma si recibiste el mensaje anterior",0
💰Oferta exclusiva 40% OFF. Solo hoy: https://promo.site/pedido?t=gx39l3wvam,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Te comparto el enlace del drive del proyecto: https://app.drive.org/confirmar?t=maq2qg7😊,0
"Estoy en Barranquilla por trabajo, regreso el domingo.",0
Tu beneficio vence el lunes. Reclama $9.900 en https://m.meet.co/login?t=hqdh2,1
Último aviso: verifica tu cuenta en https://secure.maps.info/invitacion?t=8zbfm5 💳 URGENTE,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🔥 URGENTE,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
"Hola Valentina, por favor confirma si recibiste el mensaje anterior 🔥",1
Se aprobó tu solicitud. Envía tu número de documento para continuar,1
"Aprovecha 15% de descuento, si te interesa te paso detalles.",1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
"El mensajero dijo que el paquete llega esta noche, ojalá sin problema.",0
Recuerda que mañana hay clase a las 8:00.,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.drive.com/detalle?t=yqrzlm4",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ✅ Contacto: 320 134 8224.,1
Aquí está el link del curso para esta tarde: https://secure.empleo.net/confirmar?t=hmgh5,0
🎁FELICIDADES Mateo: bono de $59.000. Reclama en https://meet.site/login?t=oreduqek33 URGENTE,1
"Hola Daniel, por favor confirma si recibiste el mensaje anterior 💰 Contacto: 371 182 1897.",1
¿Sigues interesado en la oferta? Quedo atento.🙏 (ref 6641),0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Alerta banco: intento de compra. Confirma en https://secure.universidad.co/login?t=hzskin0x,1
"Aprovecha 50% de descuento, si te interesa te paso detalles.",0
"Te envié un enlace, revísalo por favor: https://super.org/login?t=fi3pi",1
Recuerda que mañana hay clase a las 8:00. (ref 2908),0
Recuerda que mañana hay clase a las 8:00.🙏,0
Aquí está el link del curso para esta tarde: https://m.docs.co/archivo?t=wltdh6j,0
"Hola Paula, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.docs.site/link?t=arcoxw",0
💳FELICIDADES Diana: bono de 14.900 COP. Reclama en https://super.com/confirmar?t=1hcf2at7s Contacto: 310 979 4228.,1
¿Viste la promo del supermercado? Hay 10% en algunos productos.,0
⚠️Tu paquete está retenido. Confirma pago de $399.000 COP en https://www.universidad.com/link?t=a0uaz Contacto: 330 218 7182. URGENTE,1
Tu beneficio vence hoy. Reclama $99.000 en https://www.banco.net/login?t=3lofe3,0
"Aprovecha 20% de descuento, si te interesa te paso detalles.",0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
"Voy en camino, llego en 15 minutos.",0
Te comparto el enlace del drive del proyecto: https://secure.docs.org/ver?t=w1gx8,0
Último aviso: verifica tu cuenta en https://www.empleo.site/invitacion?t=o7vlpj57jd 🔥,1
Recuerda que mañana hay clase a las 8:00.,0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Se aprobó tu solicitud. Envía tu número de documento para continuar 😊 Contacto: 350 454 9034. URGENTE,1
Último aviso: verifica tu cuenta en https://m.drive.net/promot=k5gdeqj 😊,1
¿Viste la promo del supermercado? Hay 25% en algunos productos. (ref 8294),0
"La factura del internet ya quedó pagada, te mando el comprobante por https://drive.info/confirmar?t=jg0np",0
¿Sigues interesado en la oferta? Quedo atento.😊,0
Alerta banco: intento de compra. Confirma en https://www.soporte.info/ver?t=12whx2b 🙏,1
Has ganado un premio en Ibagué. Confirma datos en https://soporte.org/archivo?t=mzj3vodz,1
¿Puedes confirmar tu dirección en Pereira para la entrega?,1
Oferta exclusiva 70% OFF. Solo hoy: https://tienda.info/link?t=rmi0dvrwu,1
"Te envié un enlace, revísalo por favor: https://secure.empleo.org/curso?t=h73t3cl (ref 7700)",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.tienda.net/curso?t=6qt1j6u",0
Se aprobó tu solicitud. Envía tu número de documento para continuar 👍,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Último aviso: verifica tu cuenta en https://secure.meet.net/ver?t=i161yrkj 💰 Contacto: 314 339 9307.,1
"Estoy en Cali por trabajo, regreso el domingo.",0
"Estoy en Bogotá por trabajo, regreso el domingo.👍",0
"Te envié un enlace, revísalo por favor: https://m.empleo.info/detalle?t=18kjmyg61",1
"La factura del internet ya quedó pagada, te mando el comprobante por https://banco.org/login?t=m4swy4sew",0
"Hola Sofía, ¿a qué hora nos vemos esta noche para la reunión?",0
Oferta exclusiva 50% OFF. Solo hoy: https://maps.com/link?t=3sxoxj,1
🔥Has ganado un premio en Villavicencio. Confirma datos en https://drive.org/promo?t=q6wzhsmg,1
"Hola Sofía, por favor confirma si recibiste el mensaje anterior ⚠️",0
Último aviso: verifica tu cuenta en https://app.super.com/detalle?t=9r3of9nv 👍,1
"Hola Daniel, por favor confirma si recibiste el mensaje anterior ⚠️",1
Alerta banco: intento de compra. Confirma en https://tienda.site/pedido?t=z6b09 Contacto: 367 180 4607.,1
"Hola Daniel, por favor confirma si recibiste el mensaje anterior",0
Aquí está el link del curso para la próxima semana: https://app.maps.co/logint=q6alr,0
✅FELICIDADES Juan: bono de 599.000 COP. Reclama en https://secure.universidad.site/promo?t=7keko Contacto: 333 876 2624.,1
"Voy en camino, llego en 15 minutos.",0
Último aviso: verifica tu cuenta en https://m.soporte.net/invitacion?t=2hrdomzfi Contacto: 307 789 5449.,1
💰Tu paquete está retenido. Confirma pago de 129.000 COP en https://app.universidad.info/link?t=iu7i41g5z,1
"Voy en camino, llego en 15 minutos. (ref 8098)",0
🎁Oferta exclusiva 50% OFF. Solo hoy: https://secure.docs.com/promo?t=8tuvqj Contacto: 304 483 6047. URGENTE,1
Crédito preaprobado hasta $19.900 COP. Responde SI para info 🙏,1
"Estoy en Bucaramanga por trabajo, regreso el domingo.",1
"Aprovecha 30% de descuento, si te interesa te paso detalles.",1
"Estoy en Cartagena por trabajo, regreso el domingo.",0
Oferta exclusiva 25% OFF. Solo hoy: https://app.universidad.info/detalle?t=5txysb,1
Se aprobó tu solicitud. Envía tu número de documento pa continuar 😊 Contacto: 371 747 3935. URGENTE,1
🎁Tu paquete está retenido. Confirma pago de 599.000 COP en https://m.empleo.org/pedido?t=vq6ys,1
¿Puedes revisar el documento y decirme si está listo para enviar? (ref 6108),0
"El mensajero dijo que el paquete llega el martes, ojalá sin problema.",0
¿Puedes revisar el documento y decirme si está listo para enviar?😊,0
"Estoy en Bucaramanga por trabajo, regreso el domingo.",0
Crédito preaprobado hasta $49.900 COP. Responde SI para info,1
¿Puedes confirmar tu dirección en Manizales para la entrega?😊,0
Recuerda que mañana hay clase a las 8:00.,0
Tenemos una oportunidad laboral con pago semanal. Te interesa 💳,1
🔥FELICIDADES Mateo: bono de $199.000. Reclama en https://www.universidad.org/ver?t=e94s4w,1
Te comparto el enlace del drive del proyecto: https://app.banco.net/pedido?t=i1rtwklai,0
🎁Tu paquete está retenido. Confirma pago de $14.900 en https://www.docs.info/promo?t=6cutd,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 💰,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
👍FELICIDADES Juan: bono de 79.900 COP. Reclama en https://www.docs.net/promo?t=xcc6203 Contacto: 370 724 1583.,1
Confirmación requerida pa evitar el bloqueo de tu cuenta. Responde 'OK'.,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.meet.com/link?t=5knlx",0
"Aprovecha 40% de descuento, si te interesa te paso detalles.",1
"Hola Sofía, ¿a qué hora nos vemos el lunes para la reunión?",1
"Te envié un enlace, revísalo por favor: https://app.docs.info/link?t=d0jc2y1bx",1
¿Sigues interesado en la oferta? Quedo atento.,1
Te comparto el enlace del drive del proyecto: https://m.drive.info/archivo?t=ikagtph,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? URGENTE,1
🔥Has ganado un premio en Ibagué. Confirma datos en https://secure.tienda.co/ver?t=xd3iq3z2a,1
Crédito preaprobado hasta 19.900 COP. Responde SI para info 🔥 URGENTE,1
Recuerda que mañana hay clase a las 8:00.,0
¿Puedes revisar el documento y decirme si está listo para enviar?😊,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.banco.info/ver?t=87ag6",0
Aquí está el link del curso pa esta noche: https://secure.promo.info/ver?t=1hhwmza,0
¿Viste la promo del supermercado? Hay 35% en algunos productos.,0
Recuerda que mañana hay clase a las 8:00.,0
Crédito preaprobado hasta $19.900. Responde SI para info,1
Recuerda que mañana hay clase a las 8:00.,0
"Te envié un enlace, revísalo por favor: https://m.tienda.net/login?t=dxuggy",1
Alerta banco: intento de compra. Confirma en https://app.super.co/detalle?t=o0jzdxn 😊,1
"Hola Sofía, por favor confirma si recibiste el mensaje anterior 🔥",0
Alerta banco: intento de compra. Confirma en https://app.tienda.org/ver?t=37wii ⚠️ Contacto: 374 816 9738. URGENTE,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 🎁 Contacto: 344 228 4525.,1
Te comparto el enlace del drive del proyecto: https://universidad.site/archivo?t=nnmcr,0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Aprovecha 40% de descuento, si te interesa te paso detalles.",1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
🎁Tu paquete está retenido. Confirma pago de $79.900 en https://m.paqueteria.net/curso?t=mphr3d,1
Tenemos una oportunidad laboral con pago semanal. Te interesa 🙏,1
¿Puedes revisar el documento y decirme si está listo para enviar? (ref 5928),1
"Hola Luis, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
¿Puedes confirmar tu dirección en Medellín para la entrega?,1
"Hola Juan, ¿a qué hora nos vemos el jueves para la reunión?",0
"Aprovecha 60% de descuento, si te interesa te paso detalles.",1
"El mensajero dijo que el paquete llega el jueves, ojalá sin problema.",0
Crédito preaprobado hasta 399.000 COP. Responde SI para info 💰 Contacto: 376 272 2160.,1
